"","V1","V2"
"1",-58.3613093258756,50.2314105683937
"2",55.3288570034869,20.0250722793212
"3",-87.3359351743363,-57.620411909127
"4",51.1576235797364,21.2917099429719
"5",67.9776551698513,-25.208749308032
"6",46.4813314460693,2.41038774728617
"7",-66.3415205176667,50.9544565626312
"8",11.4211070534645,9.00418324243126
"9",64.8263722425746,-2.98439965954684
"10",-67.8362630836451,-35.9198954825632
"11",90.2894865539515,-13.0294248792922
"12",-70.3986223483849,39.405114520145
"13",37.5503779696045,16.9988713289832
"14",-13.5134091720395,-44.4367979786822
"15",36.8089833835556,-52.6671300888761
"16",-70.1006009062806,51.3871137739513
"17",26.5308367920012,62.8249660450009
"18",46.412970191005,14.9870326277905
"19",56.0893261905739,8.77298466830027
"20",66.9951548892901,7.94413821650971
"21",-81.689543740567,-51.8019097611962
"22",61.2197755502609,-2.3817348045775
"23",55.2044404547016,12.4126012432231
"24",74.5578321834134,31.5928395497585
"25",58.1352994365208,-16.7854081395474
"26",-75.3675183415813,49.6657121287754
"27",34.2189036196695,54.492588732015
"28",-70.5832710136689,-13.1057285925413
"29",-69.9266612875601,-38.1356035876969
"30",38.6814870363155,4.72469888541566
"31",21.6101970253661,-67.9603949065905
"32",16.4855799521494,37.2551974645537
"33",-66.0306648583618,21.7665152573006
"34",19.7205422867227,27.8359569499029
"35",-49.7877766485536,91.6080926283795
"36",16.9553789155646,52.8721214219755
"37",58.313119857174,21.9037918986983
"38",-63.5085902660235,19.8201641264928
"39",-58.4000247211956,85.8424742735343
"40",-78.7581139131929,-19.3301317856135
"41",16.8928962883541,41.0393622298203
"42",-3.75710602085362,-42.7685963575262
"43",45.578513456996,12.0267008083053
"44",13.9506726730499,-46.6758052294711
"45",-75.7493551130777,31.6451920956165
"46",25.450007074507,45.6620450285864
"47",-44.3134573123618,87.2300715821754
"48",78.4552409699943,54.6113605197312
"49",-7.53381511849539,-53.3980947124535
"50",-82.1504034875792,-56.4772982291373
"51",-94.6889705506397,5.59362745393146
"52",-65.8539384584172,13.3706693645678
"53",72.6809632311229,-22.1206396640035
"54",-9.19871876258964,-40.8575432089304
"55",46.602646987907,-67.827937983468
"56",-13.6044128820479,-34.4741202172002
"57",6.47364482280414,9.90540317954617
"58",21.7948684679397,-88.3538432068574
"59",-10.2129715272704,-4.64396919055079
"60",-23.8957538433681,21.6027323679596
"61",-51.0617201069837,74.0917041837186
"62",-86.6858285985327,-35.029048716987
"63",17.1235757617872,30.9524578411021
"64",13.6226745757928,69.2104834633651
"65",-21.9938283387707,51.4499427763028
"66",-12.7423294310898,-51.3765223178647
"67",3.99578284461559,32.8883794353777
"68",-76.2801309157077,44.5243263241995
"69",31.868921035637,60.2410776211865
"70",-61.4075372722036,86.0746750112413
"71",50.9681408316118,-68.7090311868675
"72",29.8675085120897,10.2047181707063
"73",-78.5673790385035,35.9135047183903
"74",-83.3373389809486,-37.7383320637749
"75",4.23109276113594,-43.0009722354826
"76",80.3632888310179,21.9532434366816
"77",-5.03488801962888,28.7023415759971
"78",37.8600854393223,12.7129099669917
"79",-34.8905516383512,50.3923477283589
"80",30.8017943354619,-54.4764410478609
"81",3.40198055397377,13.3972735576131
"82",76.7151828980078,28.2238979499746
"83",71.2947314294741,-25.5310670012065
"84",-26.7225698112955,24.2519216313876
"85",24.6142899363686,36.1317992231491
"86",27.3446701957021,-1.31501700582205
"87",66.8583527401104,-30.1717920254077
"88",-15.7612098658057,-5.33538669226278
"89",21.7965005697792,39.7846523739466
"90",-74.2418873556334,41.9201259034791
"91",35.5259852736367,57.0925141179075
"92",39.9997397253902,-68.0699640673376
"93",40.0154625998078,-51.7005037175227
"94",-69.0606390201949,23.6456076015148
"95",12.4493567642709,38.3010151495089
"96",8.75570694479403,34.0605324446442
"97",-67.5272531116535,16.9180343999321
"98",35.2799611465753,7.70516888158458
"99",31.0560957810372,-0.934260611061098
"100",-9.97988448931801,58.0992239520994
"101",-25.5093483477871,18.6955587067828
"102",79.1564619427699,26.020556731463
"103",18.4805351871363,-59.6801138369098
"104",33.0502124327645,15.0954176485899
"105",15.6396239922348,60.5013149656881
"106",19.876320127134,44.4528636621126
"107",-53.5493343012767,71.8383915134889
"108",32.2632865527091,-81.5101102893067
"109",36.0494191345132,-80.2439210463838
"110",31.5473796572529,-67.8690378076004
"111",5.57065249298184,-35.2803383709294
"112",20.906214319538,-25.3589040884183
"113",88.881584801258,66.2927876732458
"114",38.9909443444723,21.6253288686535
"115",46.2931467103262,-2.7592974522946
"116",-10.6155262844022,27.0273456896859
"117",-94.5881795852018,-13.3084752815198
"118",-66.4954113427911,56.5896007887412
"119",-28.1919819201802,60.547154283319
"120",-77.4040388631575,-15.7180556724793
"121",-67.2227782923154,-62.1207126977184
"122",62.8499384058401,-22.2130886190287
"123",78.6191112996116,16.7895067272176
"124",-95.7581497485742,-6.02850215306157
"125",41.8193202757188,-15.3878204050298
"126",13.1845460134882,66.001952484647
"127",-9.85361837662272,53.6281878414319
"128",-10.5246105593046,13.6966604157186
"129",-4.77222309336952,-38.303204961499
"130",25.9851609016323,-97.1028006761343
"131",79.4685360878585,-3.37892292495627
"132",86.3949559966416,-7.43420937248426
"133",76.2034474882881,13.9089742154808
"134",-81.6903926298287,36.2327844153852
"135",-0.118616416254158,-42.7089345113336
"136",-4.01363003373459,-58.1229362160964
